strain
GCA_030068835
GCA_030069065
GCA_030069025
GCA_030068965
GCA_030073475
GCA_030069035
GCA_030073425
GCA_030069145
GCA_030069125
GCA_030069085
GCA_030068935
GCA_000006765
GCA_036903365
GCA_036903335
GCA_036903415
GCA_030068845
GCA_036903385
GCA_036903455
GCA_030068985
GCA_030068925
