strain
GCF_002876225
GCF_020806385
GCF_002874165
GCF_020806225
GCF_002877105
GCF_002874415
GCF_002873745
GCF_002875465
GCF_002873895
GCF_002874355
GCF_002875495
GCF_002874925
GCF_002876065
GCF_002874845
GCF_002877445
GCF_002877415
GCF_002874785
GCF_002876575
GCF_002875355
GCF_002875715
GCF_020806295
GCF_002875605
GCF_002873185
GCF_002875125
GCF_002875685
GCF_002874055
GCF_002875915
GCF_002875245
GCF_002877185
GCF_002874545
GCF_002876185
GCF_002877235
GCF_002872565
GCF_002875305
GCF_002877375
GCF_002877145
GCF_002875015
GCF_002874685
GCF_002875805
GCF_020806365
GCF_002873675
GCF_002876585
GCF_002873995
GCF_002876115
GCF_002873645
GCF_002874335
GCF_002874695
GCF_002873955
GCF_002878635
GCF_002876795
GCF_002873855
GCF_002876565
GCF_002874445
GCF_002874515
GCF_002872855
GCF_002876375
GCF_002872615
GCF_002876625
GCF_002873565
GCF_020539545
GCF_002876245
GCF_002876125
GCF_002878515
GCF_002875905
GCF_002877735
GCF_002874485
GCF_002877535
GCF_002873755
GCF_002876915
GCF_002876415
GCF_002874275
GCF_002878555
GCF_002874195
GCF_002873095
GCF_002878605
GCF_002876975
GCF_002872955
GCF_002873075
GCF_002876365
GCF_002874655
GCF_002873195
GCF_002877705
GCF_002876745
GCF_002875345
GCF_002875555
GCF_002875385
GCF_002877365
GCF_002877655
GCF_002877305
GCF_002876945
GCF_020806135
GCF_020806125
GCF_002874015
GCF_002873045
GCF_002873715
GCF_002872545
GCF_002872555
GCF_002873485
GCF_002873875
GCF_002877465
GCF_002875885
GCF_002875625
GCF_020806205
GCF_002874075
GCF_002877285
GCF_002873525
GCF_002876675
GCF_002873555
GCF_002875165
GCF_002872905
GCF_002877315
GCF_002873695
GCF_002876045
GCF_002874115
GCF_002877085
GCF_002874155
GCF_002875485
GCF_002876865
GCF_002875825
GCF_002876845
GCF_002872625
GCF_002874085
GCF_002873345
GCF_002877405
GCF_002876195
GCF_002872975
GCF_002875965
GCF_002875635
GCF_002874375
GCF_002872765
GCF_002876465
GCF_002875005
GCF_002878535
GCF_002874555
GCF_020806245
GCF_002874435
GCF_002874745
GCF_002873455
GCF_002877065
GCF_002873935
GCF_002874475
GCF_002876665
GCF_002876715
GCF_002877745
GCF_002872895
GCF_020539555
GCF_002874975
GCF_002872705
GCF_002874875
GCF_002875285
GCF_002877645
GCF_002876765
GCF_002874295
GCF_002875445
GCF_002875045
GCF_002876965
GCF_002876325
GCF_002877345
GCF_002873435
GCF_002875235
GCF_002873395
GCF_002875665
GCF_002877545
GCF_002872755
GCF_002874035
GCF_002873335
GCF_002874205
GCF_002874235
GCF_002876085
GCF_002877045
GCF_002874865
GCF_002876855
GCF_002875995
GCF_020806285
GCF_002875145
GCF_002877115
GCF_002877485
GCF_002875845
GCF_002872865
GCF_002876025
GCF_020806255
GCF_002877015
GCF_002875225
GCF_002876535
GCF_002876495
GCF_002874615
GCF_002874905
GCF_002875745
GCF_002873285
GCF_002874245
GCF_002877605
GCF_020806305
GCF_002876425
GCF_002873965
GCF_002875195
GCF_002874945
GCF_002873035
GCF_002875985
GCF_002872695
GCF_002873595
GCF_002875785
GCF_002874595
GCF_002876525
GCF_002873815
GCA_002878565
GCF_002873615
GCF_002874135
GCF_002876285
GCF_002877625
GCF_002878595
GCF_002872635
GCF_002873635
GCF_002872735
GCF_002872775
GCF_002873905
GCF_002876105
GCF_002873115
GCF_002877725
GCF_002874765
GCF_002872535
GCF_002875425
GCF_002877685
GCF_002877525
GCF_002876405
GCF_002876485
GCF_002877005
GCF_002877195
GCF_002873515
GCF_002872645
GCF_002875095
